id,bom_id/id,product_id,product_qty_formula,product_uom
mrp.template_sinko_ab_line150,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'AA-BA') and (round(((line.L+line.L+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line151,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'AA-BB') and (round(((line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line152,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'AA-BB') and (round(((line.L+line.L)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line153,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'AB-AA') and (round(((line.W+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line154,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'AB-AA') and (round(((line.L+line.W+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line155,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'AB-AB') and (round(((line.L)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line156,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'AB-AB') and (round(((line.L+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line157,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'AB-BA') and (round(((line.L+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line158,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'AB-BA') and (round(((line.L+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line159,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'AB-BB') and (round(((line.L+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line160,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'AB-BB') and (round(((line.L)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line161,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'BA-AA') and (round(((line.L+line.W+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line162,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'BA-AA') and (round(((line.L+line.W+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line163,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'BA-BB') and (round(((line.L)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line164,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'BA-BB') and (round(((line.L)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line165,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'BA-BA') and (round(((line.L+line.W+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line166,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'BA-BA') and (round(((line.L+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line167,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'BA-AB') and (round(((line.L+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line168,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'BA-AB') and (round(((line.L+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line169,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'BB-BB') and (round(((line.L+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line170,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'BB-BA') and (round(((line.L+line.L+line.W+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line171,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'BB-BA') and (round(((line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line172,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'BB-AA') and (round(((line.L+line.L+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line173,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'BB-AA') and (round(((line.W+line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line174,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == 'BB-AB') and (round(((line.L+line.L)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line175,mrp.template_sinko_ab,[SP04040],"(line.T.value == 50 and line.mat_joint_choices.code == 'BB-AB') and (round(((line.W)/2500)+0.5,0)) or 0",pcs
mrp.template_sinko_ab_line176,mrp.template_sinko_ab,[SP04111],"(line.T.value == 50 and line.mat_joint_choices.code == BB-AB) and (round(((line.L+line.L+line.W)/2500)+0.5,0)) or 0",pcs
